filename,file_size,mecc_enc,ecc_enc,rsa_enc,dh_enc,mecc_dec,ecc_dec,rsa_dec,dh_dec,mecc_security,ecc_security,rsa_security,dh_security,mecc_keygen
IoT security Unit-4.pdf,930494,0.13599420012906194,0.1666630390810965,0.4821842604693929,0.2948165284365451,0.0871723999734968,0.11332411996554584,0.3486895998939872,0.19177927994169297,96,90,87.5,85,0.39490009658038616
PPT-6-SLA Introduction.ppt,722944,0.11726139998063445,0.14555152133014246,0.452782620638926,0.2677022494527478,0.1306408999953419,0.16983316999394446,0.5225635999813676,0.2874099799897522,96,90,87.5,85,0.32350001856684685
essay_sharks.txt,2501,0.0015162001363933086,0.0020780644775839985,0.005124902277048498,0.0034526501471029277,0.0010617999359965324,0.0013803399167954921,0.00424719974398613,0.0023359598591923716,96,90,87.5,85,0.8690999820828438
paper1.pdf,768734,0.13838659995235503,0.19156823419477811,0.5639250282108148,0.3237730591373951,0.1254309001378715,0.16306017017923297,0.501723600551486,0.27594798030331735,96,90,87.5,85,0.973300077021122
